Код станции,Название станции,Тип станции
497404,"Сифонная, ДОН ",Грузовая станция
378703,"Сихов, ЛЬВ ",Грузовая станция
291406,"Сия, СЕВ ",Грузовая станция
807524,"Сказ, ЮУР ",Станция
110408,"Скайста, ЛАТ ",Станция
68408,"Скакулино, ОКТ ",Грузовая станция
364005,"Скала-Подольская, ЛЬВ ",Грузовая станция
361007,"Скалат, ЛЬВ ",Грузовая станция
302901,"Скалино, СЕВ ",Грузовая станция
916153,"Скалистый, ДВО ",
767121,"Скальный, СВЕ ",Станция
77924,"Скангали (рзд), ОКТ ",Разъезд
78503,"Скангали (рзд) (эксп.), ОКТ ",Погранпереход
127521,"Скапишкис, ЛИТ ",
217728,"Скарятино, МОС ",Остановочный пункт
383720,"Скатарске, ЛЬВ ",
532203,"Скачки, СКА ",Грузовая станция
343206,"Сквира, ЮЗА ",Грузовая станция
333806,"Скибнево, ЮЗА ",Грузовая станция
135405,"Скидель, БЕЛ ",Грузовая станция
370307,"Скнилов, ЛЬВ ",Грузовая станция
951706,"Сковородино, ЗАБ ",Грузовая станция
376905,"Сколе, ЛЬВ ",Грузовая станция
228008,"Скопин, МОС ",Грузовая станция
431426,"Скоростной, ЮЖН ",
449006,"Скороходово, ЮЖН ",Грузовая станция
489107,"Скосырская, ДОН ",Грузовая станция
490814,"Скотоватая, ДОН ",Станция
344904,"Скочище, ЮЗА ",Грузовая станция
578902,"Скра, ГРУ ",Грузовая станция
163015,"Скрестины, БЕЛ ",
137504,"Скрибовцы, БЕЛ ",Грузовая станция
93804,"Скривери, ЛАТ ",Грузовая станция
93409,"Скрунда, ЛАТ ",Грузовая станция
608120,"Скрябино, ЮВО ",
709508,"Семей-Грузовой, КЗХ ",Грузовая станция
505102,"Семейкино, ДОН ",Грузовая станция
508505,"Семейкино-Новое, ДОН ",Грузовая станция
755103,"Семеник, ТУР ",Грузовая станция
265806,"Семенов, ГОР ",Грузовая станция
339709,"Семеновка, ЮЗА ",Грузовая станция
338405,"Семеновка (эксп.), ЮЗА ",
621619,"Семеновский (рзд), ПРИ ",Разъезд
314400,"Семибратово, СЕВ ",Грузовая станция
665000,"Семиглавый Мар, КЗХ ",Грузовая станция
664900,"Семиглавый Мар (эксп.), КЗХ ","Погранпереход 
Грузовая станция"
301006,"Семигородняя, СЕВ ",Грузовая станция
926704,"Семигорск, ВСИ ",Грузовая станция
340922,"Семилетка, ЮЗА ",
956803,"Семилетка, ЗАБ ",Грузовая станция
216405,"Семинарская, МОС ",Грузовая станция
951000,"Семиозёрный, ЗАБ ",Грузовая станция
699806,"Семипалатинск-Пристань, КЗХ ","Перевалка на реку 
Грузовая станция"
962626,"Семисточный, ДВО ",Станция
519425,"Семичная, СКА ",Станция
173604,"Семлево, МОС ",Грузовая станция
59108,"Семрино, ОКТ ",Грузовая станция
868208,"Семь Колодезей, КРЫМ ",Грузовая станция
571903,"Сенаки, ГРУ ",Грузовая станция
571833,"Сенаки (эксп.), ГРУ ",
904575,"Сенаторский, ЗАБ ",Разъезд
298985,"Сенгос, СЕВ ",Грузовая станция
305204,"Сендега, СЕВ ",Грузовая станция
357506,"Сенкевичевка, ЛЬВ ",Грузовая станция
624000,"Сенная, ПРИ ",Грузовая станция
496900,"Сентяновка, ДОН ",Грузовая станция
592609,"Сенцово, ЮВО ",Грузовая станция
427204,"Сенча, ЮЖН ",Грузовая станция
263603,"Сеньково, ГОР ",Грузовая станция
331158,"Сербиновцы, ЮЗА ",
401435,"Сербка, ОД ",Станция
245003,"Сергач, ГОР ",Грузовая станция
984112,"Сергеевка, ДВО ",Станция
585944,"Сергеевка, ЮВО ",
723507,"Сергели, УЗБ ",Грузовая станция
236305,"Сергиев Посад, МОС ",Грузовая станция
779305,"Сергино, СВЕ ",Грузовая станция
175309,"Серго-Ивановская, МОС ",Грузовая станция
753803,"Сердар, ТУР ",Грузовая станция
489408,"Сердитая, ДОН ",Грузовая станция
607804,"Сердобск, ЮВО ",Грузовая станция
65823,"Сердце, ОКТ ",Станция
423307,"Сердюковка, ОД ",Станция
71805,"Серебрянка, ОКТ ",Грузовая станция
714103,"Серебрянка, КЗХ ",Грузовая станция
228807,"Серебряные Пруды, МОС ",Грузовая станция
198616,"Серебряный Бор, МОС ",Грузовая станция
884037,"Сереж, КРА ",
268700,"Серёжа, ГОР ",Грузовая станция
654218,"Серменево, КБШ ",Станция
658806,"Серные Воды I, КБШ ",Грузовая станция
658914,"Серные Воды II, КБШ ",Станция
732807,"Серный Завод, УЗБ ",
774405,"Серов, СВЕ ",Грузовая станция
774602,"Серов-Заводской, СВЕ ",Грузовая станция
774706,"Серов-Сортировочный, СВЕ ",Грузовая станция
617702,"Сероглазово, ПРИ ",Грузовая станция
417109,"Серогозы, ОД ",Грузовая станция
800313,"Серозак (обп), ЮУР ",Обгонный пункт
405031,"Серпнево 1, ОД ",
405027,"Серпнево 2 / Карабуцены (на Рени), ОД ",Остановочный пункт
190205,"Серпухов, МОС ",Грузовая станция
190309,"Серпухов-Ветка, МОС ",Грузовая станция
756106,"Серхетабат, ТУР ",Грузовая станция
756206,"Серхетабат (эксп.), ТУР ","Погранпереход 
Грузовая станция 
Международный экспорт"
756303,"Серхетяка, ТУР ",Грузовая станция
756407,"Серхетяка (эксп.), ТУР ","Погранпереход 
Грузовая станция"
954102,"Серышево, ЗАБ ",Грузовая станция
342720,"Сестреновка, ЮЗА ",
39104,"Сестрорецк, ОКТ ",Грузовая станция
910208,"Сети (рзд), ДВО ",Грузовая станция
795904,"Сетово, СВЕ ",Грузовая станция
91936,"Сеце, ЛАТ ",Станция
268804,"Сечуга, ГОР ",Грузовая станция
178307,"Сещинская, МОС ",Грузовая станция
445838,"Скряговка, ЮЖН ",
90967,"Скулте, ЛАТ ",
90806,"Скулте (эксп.), ЛАТ ","Погранпереход 
Международный экспорт"
90897,"Скулте ЛДЗ граница, ЛАТ ",
215008,"Скуратово, МОС ",Грузовая станция
128308,"Скярсабаляй, ЛИТ ",Станция
997708,"Слава, ДВО ",Грузовая станция
837106,"Славгород, ЗСИ ",Грузовая станция
464909,"Славгород-Южный, ПРД ",Грузовая станция
141904,"Славное, БЕЛ ",Станция
104840,"Славск-Новый, КЛГ ",Станция
376712,"Славско, ЛЬВ ",
341408,"Славута I, ЮЗА ",Грузовая станция
341304,"Славута II, ЮЗА ",Грузовая станция
31634,"Славянка, ОКТ ",Станция
455401,"Славянка, ПРД ",Грузовая станция
506105,"Славяносербск, ДОН ",Грузовая станция
492006,"Славянск, ДОН ",Грузовая станция
492109,"Славянск-Ветка, ДОН ",Грузовая станция
490405,"Славянский Курорт, ДОН ",Грузовая станция
213303,"Слаговищи, МОС ",Грузовая станция
829129,"Сладкое, ЮУР ",
97720,"Слампе, ЛАТ ",
73001,"Сланцы, ОКТ ",Грузовая станция
432240,"Слатино, ЮЖН ",
540604,"Слепцовская, СКА ",Грузовая станция
796175,"Слинкино (рзд), СВЕ ",
156810,"Слободка, БЕЛ ",
407906,"Слободка, ОД ",Грузовая станция
418205,"Слободка (эксп.), ОД ",Грузовая станция
338710,"Слободский Пост (рзд), ЮЗА ",Разъезд
271008,"Слободское, ГОР ",Грузовая станция
151130,"Словечно, БЕЛ ",Станция
